Gene stable ID	Gene name	Human gene stable ID	Human gene name	Human homology type
ENSSSCG00000044952	NLRX1	ENSG00000160703	NLRX1	ortholog_one2one
ENSSSCG00000039270	TREM2	ENSG00000095970	TREM2	ortholog_one2one
ENSSSCG00000007135		ENSG00000101004	NINL	ortholog_one2one
ENSSSCG00000035837	NPB	ENSG00000183979	NPB	ortholog_one2one
ENSSSCG00000029226	UBC	ENSG00000150991	UBC	ortholog_one2one
ENSSSCG00000038540		ENSG00000183801	OLFML1	ortholog_one2one
ENSSSCG00000036970	SUGP1	ENSG00000105705	SUGP1	ortholog_one2one
ENSSSCG00000012686	MOSPD1	ENSG00000101928	MOSPD1	ortholog_one2one
ENSSSCG00000012122	TCEANC	ENSG00000176896	TCEANC	ortholog_one2one
ENSSSCG00000015298	SRI	ENSG00000075142	SRI	ortholog_one2one
ENSSSCG00000035728		ENSG00000141552	ANAPC11	ortholog_one2one
ENSSSCG00000034147	DTYMK	ENSG00000168393	DTYMK	ortholog_one2one
ENSSSCG00000053479	NANP	ENSG00000170191	NANP	ortholog_one2one
ENSSSCG00000014599	SYT9	ENSG00000170743	SYT9	ortholog_one2one
ENSSSCG00000035283				
ENSSSCG00000034058	ARHGDIA	ENSG00000141522	ARHGDIA	ortholog_one2one
ENSSSCG00000048260				
ENSSSCG00000051840	CCDC153	ENSG00000248712	CCDC153	ortholog_one2one
ENSSSCG00000031129	SIRT5	ENSG00000124523	SIRT5	ortholog_one2one
ENSSSCG00000027922	UNC5CL	ENSG00000124602	UNC5CL	ortholog_one2one
ENSSSCG00000037494	SPTBN4	ENSG00000160460	SPTBN4	ortholog_one2one
ENSSSCG00000032505	ING5	ENSG00000168395	ING5	ortholog_one2one
ENSSSCG00000060118		ENSG00000170748	RBMXL2	ortholog_one2many
ENSSSCG00000060118		ENSG00000175718	RBMXL3	ortholog_one2many
ENSSSCG00000013879	SLC27A1	ENSG00000130304	SLC27A1	ortholog_one2one
ENSSSCG00000007139	ADRA1D	ENSG00000171873	ADRA1D	ortholog_one2one
ENSSSCG00000030597	HAPLN3	ENSG00000140511	HAPLN3	ortholog_one2one
ENSSSCG00000010495	ALDH18A1	ENSG00000059573	ALDH18A1	ortholog_one2one
ENSSSCG00000038553	TSPO2	ENSG00000112212	TSPO2	ortholog_one2one
ENSSSCG00000009748	RIMBP2	ENSG00000060709	RIMBP2	ortholog_one2one
ENSSSCG00000034101	D2HGDH	ENSG00000180902	D2HGDH	ortholog_one2one
ENSSSCG00000027710	PDZD3	ENSG00000172367	PDZD3	ortholog_one2one
ENSSSCG00000012123	RAB9A	ENSG00000123595	RAB9A	ortholog_one2one
ENSSSCG00000001573	PIM1	ENSG00000137193	PIM1	ortholog_one2one
ENSSSCG00000039148	P4HB	ENSG00000185624	P4HB	ortholog_one2one
ENSSSCG00000057945	ZNF215	ENSG00000149054	ZNF215	ortholog_one2one
ENSSSCG00000007140	SMOX	ENSG00000088826	SMOX	ortholog_one2one
ENSSSCG00000038122				
ENSSSCG00000001680	ABCC10	ENSG00000124574	ABCC10	ortholog_one2one
ENSSSCG00000034882				
ENSSSCG00000010496	TCTN3	ENSG00000119977	TCTN3	ortholog_one2one
ENSSSCG00000001834	MFGE8	ENSG00000140545	MFGE8	ortholog_one2one
ENSSSCG00000001682	DLK2	ENSG00000171462	DLK2	ortholog_one2one
ENSSSCG00000059435	RNF24	ENSG00000101236	RNF24	ortholog_one2one
ENSSSCG00000010626	RBM20	ENSG00000203867	RBM20	ortholog_one2one
ENSSSCG00000025913				
ENSSSCG00000014602	OR10A4	ENSG00000170782	OR10A4	ortholog_one2one
ENSSSCG00000033339				
ENSSSCG00000039077		ENSG00000170790	OR10A2	ortholog_many2many
ENSSSCG00000039077		ENSG00000166363	OR10A5	ortholog_many2many
ENSSSCG00000015115	CBL	ENSG00000110395	CBL	ortholog_one2one
ENSSSCG00000040047	TMEM151B	ENSG00000178233	TMEM151B	ortholog_one2one
ENSSSCG00000035487				
ENSSSCG00000063392	GAL3ST2	ENSG00000154252	GAL3ST2	ortholog_one2one
ENSSSCG00000045703		ENSG00000178222	RNF212	ortholog_one2one
ENSSSCG00000007142	PANK2	ENSG00000125779	PANK2	ortholog_one2one
ENSSSCG00000015299	STEAP4	ENSG00000127954	STEAP4	ortholog_one2one
ENSSSCG00000012689	ZNF75D	ENSG00000186376	ZNF75D	ortholog_one2one
ENSSSCG00000053780				
ENSSSCG00000010035	YWHAH	ENSG00000128245	YWHAH	ortholog_one2one
ENSSSCG00000023907	AFAP1	ENSG00000196526	AFAP1	ortholog_one2one
ENSSSCG00000040328	NXNL1	ENSG00000171773	NXNL1	ortholog_one2one
ENSSSCG00000001705	TCTE1	ENSG00000146221	TCTE1	ortholog_one2one
ENSSSCG00000012572	COL4A5	ENSG00000188153	COL4A5	ortholog_one2one
ENSSSCG00000012124	TRAPPC2	ENSG00000196459	TRAPPC2	ortholog_one2many
ENSSSCG00000012124	TRAPPC2	ENSG00000256060	TRAPPC2B	ortholog_one2many
ENSSSCG00000042192				
ENSSSCG00000059815	TMEM221	ENSG00000188051	TMEM221	ortholog_one2one
ENSSSCG00000033089				
ENSSSCG00000033836	SHKBP1	ENSG00000160410	SHKBP1	ortholog_one2one
ENSSSCG00000009749	PIWIL1	ENSG00000125207	PIWIL1	ortholog_one2one
ENSSSCG00000012691	ZNF449	ENSG00000173275	ZNF449	ortholog_one2one
ENSSSCG00000010036	SLC5A1	ENSG00000100170	SLC5A1	ortholog_one2one
ENSSSCG00000007143		ENSG00000088888	MAVS	ortholog_one2one
ENSSSCG00000010561	TLX1	ENSG00000107807	TLX1	ortholog_one2one
ENSSSCG00000058696				
ENSSSCG00000036568	MVB12A	ENSG00000141971	MVB12A	ortholog_one2one
ENSSSCG00000001706	AARS2	ENSG00000124608	AARS2	ortholog_one2one
ENSSSCG00000015300	ZNF804B	ENSG00000182348	ZNF804B	ortholog_one2one
ENSSSCG00000022693	LBX1	ENSG00000138136	LBX1	ortholog_one2one
ENSSSCG00000033297	AP5S1	ENSG00000125843	AP5S1	ortholog_one2one
ENSSSCG00000012125		ENSG00000046651	OFD1	ortholog_one2many
ENSSSCG00000014618				
ENSSSCG00000037319	PDCD1	ENSG00000188389	PDCD1	ortholog_one2one
ENSSSCG00000056489	GLB1L3	ENSG00000166105	GLB1L3	ortholog_one2one
ENSSSCG00000012695	INTS6L	ENSG00000165359	INTS6L	ortholog_one2one
ENSSSCG00000010039	SLC5A4	ENSG00000100191	SLC5A4	ortholog_one2one
ENSSSCG00000005449	PTPN3	ENSG00000070159	PTPN3	ortholog_one2one
ENSSSCG00000024693	MRPL17	ENSG00000158042	MRPL17	ortholog_one2one
ENSSSCG00000016323	COPS8	ENSG00000198612	COPS8	ortholog_one2one
ENSSSCG00000031027	IRS4	ENSG00000133124	IRS4	ortholog_one2one
ENSSSCG00000007219				
ENSSSCG00000029189	DCHS1	ENSG00000166341	DCHS1	ortholog_one2one
ENSSSCG00000010563	BTRC	ENSG00000166167	BTRC	ortholog_one2one
ENSSSCG00000033760	LTBP4	ENSG00000090006	LTBP4	ortholog_one2one
ENSSSCG00000033453		ENSG00000130303	BST2	ortholog_one2one
ENSSSCG00000010497	ENTPD1	ENSG00000138185	ENTPD1	ortholog_one2one
ENSSSCG00000056400	DEFB123	ENSG00000180424	DEFB123	ortholog_one2one
ENSSSCG00000049280				
ENSSSCG00000044055		ENSG00000101890	GUCY2F	ortholog_one2one
ENSSSCG00000053795		ENSG00000180383	DEFB124	ortholog_one2one
ENSSSCG00000009745	ADGRD1	ENSG00000111452	ADGRD1	ortholog_one2one
ENSSSCG00000012126		ENSG00000046653	GPM6B	ortholog_one2many
ENSSSCG00000035443		ENSG00000211638	IGLV8-61	ortholog_one2many
ENSSSCG00000041467	CCDC194	ENSG00000269720	CCDC194	ortholog_one2one
ENSSSCG00000028529	REM1	ENSG00000088320	REM1	ortholog_one2one
ENSSSCG00000012581	NXT2	ENSG00000101888	NXT2	ortholog_one2one
ENSSSCG00000025854	MMGT1	ENSG00000169446	MMGT1	ortholog_one2one
ENSSSCG00000015258	GLB1L2	ENSG00000149328	GLB1L2	ortholog_one2one
ENSSSCG00000037539	SORCS2	ENSG00000184985	SORCS2	ortholog_one2one
ENSSSCG00000016342	HES6	ENSG00000144485	HES6	ortholog_one2one
ENSSSCG00000040522				
ENSSSCG00000028633	AMMECR1L	ENSG00000144233	AMMECR1L	ortholog_one2one
ENSSSCG00000007228	HM13	ENSG00000101294	HM13	ortholog_one2one
ENSSSCG00000031037		ENSG00000211638	IGLV8-61	ortholog_one2many
ENSSSCG00000033120	PALM2AKAP2	ENSG00000157654	PALM2AKAP2	ortholog_one2one
ENSSSCG00000037025	PLVAP	ENSG00000130300	PLVAP	ortholog_one2one
ENSSSCG00000032042				
ENSSSCG00000015116	MCAM	ENSG00000076706	MCAM	ortholog_one2one
ENSSSCG00000012576	CHRDL1	ENSG00000101938	CHRDL1	ortholog_one2one
ENSSSCG00000039180		ENSG00000211654	IGLV5-37	ortholog_many2many
ENSSSCG00000039180		ENSG00000211650	IGLV5-45	ortholog_many2many
ENSSSCG00000039180		ENSG00000211647	IGLV5-48	ortholog_many2many
ENSSSCG00000038440	GTPBP3	ENSG00000130299	GTPBP3	ortholog_one2one
ENSSSCG00000016338	PER2	ENSG00000132326	PER2	ortholog_one2one
ENSSSCG00000025508				
ENSSSCG00000039230	POLR2D	ENSG00000144231	POLR2D	ortholog_one2one
ENSSSCG00000044625				
ENSSSCG00000012698	SLC9A6	ENSG00000198689	SLC9A6	ortholog_one2one
ENSSSCG00000010564	POLL	ENSG00000166169	POLL	ortholog_one2one
ENSSSCG00000046471	CC2D2B	ENSG00000188649	CC2D2B	ortholog_one2one
ENSSSCG00000037016	ID1	ENSG00000125968	ID1	ortholog_one2one
ENSSSCG00000011178	CPNE4	ENSG00000196353	CPNE4	ortholog_one2one
ENSSSCG00000012561	FRMPD3	ENSG00000147234	FRMPD3	ortholog_one2one
ENSSSCG00000033879	ZNF280B	ENSG00000275004	ZNF280B	ortholog_one2one
ENSSSCG00000015861	WDR33	ENSG00000136709	WDR33	ortholog_one2one
ENSSSCG00000001001				
ENSSSCG00000038384	COX4I2	ENSG00000131055	COX4I2	ortholog_one2one
ENSSSCG00000016313	HJURP	ENSG00000123485	HJURP	ortholog_one2one
ENSSSCG00000034651				
ENSSSCG00000023080	TPP1	ENSG00000166340	TPP1	ortholog_one2one
ENSSSCG00000035357	BCL2L1	ENSG00000171552	BCL2L1	ortholog_one2one
ENSSSCG00000001000	ECI2	ENSG00000198721	ECI2	ortholog_one2one
ENSSSCG00000009746	RAN	ENSG00000132341	RAN	ortholog_one2one
ENSSSCG00000045489				
ENSSSCG00000034062	SV2C	ENSG00000122012	SV2C	ortholog_one2one
ENSSSCG00000016314	TRPM8	ENSG00000144481	TRPM8	ortholog_one2one
ENSSSCG00000036408	PRAME	ENSG00000185686	PRAME	ortholog_one2one
ENSSSCG00000034870	ODAPH	ENSG00000174792	ODAPH	ortholog_one2one
ENSSSCG00000039903	SPATS1	ENSG00000249481	SPATS1	ortholog_one2one
ENSSSCG00000025306	PAK3	ENSG00000077264	PAK3	ortholog_one2one
ENSSSCG00000012127	GEMIN8	ENSG00000046647	GEMIN8	ortholog_one2one
ENSSSCG00000007235	TPX2	ENSG00000088325	TPX2	ortholog_one2one
ENSSSCG00000008970	CDKL2	ENSG00000138769	CDKL2	ortholog_one2one
ENSSSCG00000040816	NOL7	ENSG00000225921	NOL7	ortholog_one2one
ENSSSCG00000010565	DPCD	ENSG00000166171	DPCD	ortholog_one2one
ENSSSCG00000054880	C1QTNF5	ENSG00000223953	C1QTNF5	ortholog_one2one
ENSSSCG00000022661	FCHO2	ENSG00000157107	FCHO2	ortholog_one2one
ENSSSCG00000012129	GLRA2	ENSG00000101958	GLRA2	ortholog_one2one
ENSSSCG00000015862	LIMS2	ENSG00000072163	LIMS2	ortholog_one2one
ENSSSCG00000003708	ANKRD29	ENSG00000154065	ANKRD29	ortholog_one2one
ENSSSCG00000001708	CDC5L	ENSG00000096401	CDC5L	ortholog_one2one
ENSSSCG00000039330	ANO8	ENSG00000074855	ANO8	ortholog_one2one
ENSSSCG00000015119	MFRP	ENSG00000235718	MFRP	ortholog_one2one
ENSSSCG00000010566	FBXW4	ENSG00000107829	FBXW4	ortholog_one2one
ENSSSCG00000055235	COQ8B	ENSG00000123815	COQ8B	ortholog_one2one
ENSSSCG00000007231	MYLK2	ENSG00000101306	MYLK2	ortholog_one2one
ENSSSCG00000029630	TAF10	ENSG00000166337	TAF10	ortholog_one2one
ENSSSCG00000001056	RANBP9	ENSG00000010017	RANBP9	ortholog_one2one
ENSSSCG00000022940	G3BP2	ENSG00000138757	G3BP2	ortholog_one2one
ENSSSCG00000009747	STX2	ENSG00000111450	STX2	ortholog_one2one
ENSSSCG00000037039	PPP1R27	ENSG00000182676	PPP1R27	ortholog_one2one
ENSSSCG00000012659	ZNF280C	ENSG00000056277	ZNF280C	ortholog_one2one
ENSSSCG00000031251	DDA1	ENSG00000130311	DDA1	ortholog_one2one
ENSSSCG00000030830		ENSG00000211657	IGLV3-32	ortholog_many2many
ENSSSCG00000030830		ENSG00000211663	IGLV3-19	ortholog_many2many
ENSSSCG00000055134	PSAPL1	ENSG00000178597	PSAPL1	ortholog_one2one
ENSSSCG00000012130	FANCB	ENSG00000181544	FANCB	ortholog_one2one
ENSSSCG00000036146	FGF8	ENSG00000107831	FGF8	ortholog_one2one
ENSSSCG00000015120	USP2	ENSG00000036672	USP2	ortholog_one2one
ENSSSCG00000048147		ENSG00000211657	IGLV3-32	ortholog_many2many
ENSSSCG00000048147		ENSG00000211663	IGLV3-19	ortholog_many2many
ENSSSCG00000037445		ENSG00000109519	GRPEL1	ortholog_one2many
ENSSSCG00000039424	MCRIP1	ENSG00000225663	MCRIP1	ortholog_one2one
ENSSSCG00000023272	ILK	ENSG00000166333	ILK	ortholog_one2one
ENSSSCG00000014073	HEXB	ENSG00000049860	HEXB	ortholog_one2one
ENSSSCG00000034293	ARL4C	ENSG00000188042	ARL4C	ortholog_one2one
ENSSSCG00000010394	OGDHL	ENSG00000197444	OGDHL	ortholog_one2one
ENSSSCG00000012131	MOSPD2	ENSG00000130150	MOSPD2	ortholog_one2one
ENSSSCG00000003000	ITPKC	ENSG00000086544	ITPKC	ortholog_one2one
ENSSSCG00000039398	CLUL1	ENSG00000079101	CLUL1	ortholog_one2one
ENSSSCG00000056016		ENSG00000211657	IGLV3-32	ortholog_many2many
ENSSSCG00000056016		ENSG00000211663	IGLV3-19	ortholog_many2many
ENSSSCG00000029624	TADA2B	ENSG00000173011	TADA2B	ortholog_one2one
ENSSSCG00000027349				
ENSSSCG00000033613	FOXS1	ENSG00000179772	FOXS1	ortholog_one2one
ENSSSCG00000012660	SLC25A14	ENSG00000102078	SLC25A14	ortholog_one2one
ENSSSCG00000016317	AGAP1	ENSG00000157985	AGAP1	ortholog_one2one
ENSSSCG00000009738	GALNT9	ENSG00000182870	GALNT9	ortholog_one2one
ENSSSCG00000031489	DUSP22	ENSG00000112679	DUSP22	ortholog_one2one
ENSSSCG00000037214		ENSG00000211667	IGLV3-12	ortholog_one2many
ENSSSCG00000037214		ENSG00000211662	IGLV3-21	ortholog_one2many
ENSSSCG00000039295	MRPL34	ENSG00000130312	MRPL34	ortholog_one2one
ENSSSCG00000036855	SLC25A36	ENSG00000114120	SLC25A36	ortholog_one2one
ENSSSCG00000010568	NPM3	ENSG00000107833	NPM3	ortholog_one2one
ENSSSCG00000001835	ABHD2	ENSG00000140526	ABHD2	ortholog_one2one
ENSSSCG00000055618				
ENSSSCG00000040533	C19orf54	ENSG00000188493	C19orf54	ortholog_one2one
ENSSSCG00000001709	SUPT3H	ENSG00000196284	SUPT3H	ortholog_one2one
ENSSSCG00000031877	ABHD8	ENSG00000127220	ABHD8	ortholog_one2one
ENSSSCG00000028613	CETN1	ENSG00000177143	CETN1	ortholog_one2one
ENSSSCG00000039106				
ENSSSCG00000038719		ENSG00000211657	IGLV3-32	ortholog_many2many
ENSSSCG00000038719		ENSG00000211663	IGLV3-19	ortholog_many2many
ENSSSCG00000010569	OGA	ENSG00000198408	OGA	ortholog_one2one
ENSSSCG00000001837	FANCI	ENSG00000140525	FANCI	ortholog_one2one
ENSSSCG00000032330		ENSG00000154096	THY1	ortholog_one2one
ENSSSCG00000037099	ANKLE1	ENSG00000160117	ANKLE1	ortholog_one2one
ENSSSCG00000035929		ENSG00000227059	ANHX	ortholog_one2many
ENSSSCG00000002998	SNRPA	ENSG00000077312	SNRPA	ortholog_one2one
ENSSSCG00000054975				
ENSSSCG00000024860				
ENSSSCG00000008971	USO1	ENSG00000138768	USO1	ortholog_one2one
ENSSSCG00000034891	GCGR	ENSG00000215644	GCGR	ortholog_one2one
ENSSSCG00000003709	LAMA3	ENSG00000053747	LAMA3	ortholog_one2one
ENSSSCG00000056065	DUSP15	ENSG00000149599	DUSP15	ortholog_one2one
ENSSSCG00000033381	IRF4	ENSG00000137265	IRF4	ortholog_one2one
ENSSSCG00000023880	RRP8	ENSG00000132275	RRP8	ortholog_one2one
ENSSSCG00000032739	RBMX2	ENSG00000134597	RBMX2	ortholog_one2one
ENSSSCG00000015047	TTC12	ENSG00000149292	TTC12	ortholog_one2one
ENSSSCG00000040850	GPR17	ENSG00000144230	GPR17	ortholog_one2one
ENSSSCG00000034369	SPSB4	ENSG00000175093	SPSB4	ortholog_one2one
ENSSSCG00000036584	HAUS8	ENSG00000131351	HAUS8	ortholog_one2one
ENSSSCG00000010502	CCNJ	ENSG00000107443	CCNJ	ortholog_one2one
ENSSSCG00000002997	MIA	ENSG00000261857	MIA	ortholog_one2one
ENSSSCG00000027746				
ENSSSCG00000009722	SPOCK3	ENSG00000196104	SPOCK3	ortholog_one2one
ENSSSCG00000054586				
ENSSSCG00000011693	ZIC4	ENSG00000174963	ZIC4	ortholog_one2one
ENSSSCG00000012132	ASB9	ENSG00000102048	ASB9	ortholog_one2one
ENSSSCG00000000985	EXOC2	ENSG00000112685	EXOC2	ortholog_one2one
ENSSSCG00000015864	MYO7B	ENSG00000169994	MYO7B	ortholog_one2one
ENSSSCG00000039799		ENSG00000179532	DNHD1	ortholog_one2many
ENSSSCG00000027178	MAN2B2	ENSG00000013288	MAN2B2	ortholog_one2one
ENSSSCG00000013869	CPAMD8	ENSG00000160111	CPAMD8	ortholog_one2one
ENSSSCG00000031073	BABAM1	ENSG00000105393	BABAM1	ortholog_one2one
ENSSSCG00000012663	ENOX2	ENSG00000165675	ENOX2	ortholog_one2one
ENSSSCG00000045625		ENSG00000179532	DNHD1	ortholog_one2many
ENSSSCG00000001836	RLBP1	ENSG00000140522	RLBP1	ortholog_one2one
ENSSSCG00000007236	TTLL9	ENSG00000131044	TTLL9	ortholog_one2one
ENSSSCG00000016091		ENSG00000155729	KCTD18	ortholog_one2many
ENSSSCG00000011195	GALNT15	ENSG00000131386	GALNT15	ortholog_one2one
ENSSSCG00000036575	USHBP1	ENSG00000130307	USHBP1	ortholog_one2one
ENSSSCG00000002996	RAB4B	ENSG00000167578	RAB4B	ortholog_one2one
ENSSSCG00000010503	ZNF518A	ENSG00000177853	ZNF518A	ortholog_one2one
ENSSSCG00000037299	TIMM10B	ENSG00000132286	TIMM10B	ortholog_one2one
ENSSSCG00000010047	RSPH14	ENSG00000100218	RSPH14	ortholog_one2one
ENSSSCG00000006312	GPA33	ENSG00000143167	GPA33	ortholog_one2one
ENSSSCG00000011692	ZIC1	ENSG00000152977	ZIC1	ortholog_one2one
ENSSSCG00000016092	SGO2	ENSG00000163535	SGO2	ortholog_one2one
ENSSSCG00000013868	F2RL3	ENSG00000127533	F2RL3	ortholog_one2one
ENSSSCG00000012669		ENSG00000147256	ARHGAP36	ortholog_one2one
ENSSSCG00000033620	SLC25A10	ENSG00000183048	SLC25A10	ortholog_one2one
ENSSSCG00000008722	SH3TC1	ENSG00000125089	SH3TC1	ortholog_one2one
ENSSSCG00000010046	GNAZ	ENSG00000128266	GNAZ	ortholog_one2one
ENSSSCG00000005452	C9orf152	ENSG00000188959	C9orf152	ortholog_one2one
ENSSSCG00000033148	MRPL12	ENSG00000262814	MRPL12	ortholog_one2one
ENSSSCG00000013752	STX10	ENSG00000104915	STX10	ortholog_one2one
ENSSSCG00000043038				
ENSSSCG00000007237	PDRG1	ENSG00000088356	PDRG1	ortholog_one2one
ENSSSCG00000056696	RAB36	ENSG00000100228	RAB36	ortholog_one2one
ENSSSCG00000006298		ENSG00000143185	XCL2	ortholog_one2many
ENSSSCG00000006298		ENSG00000143184	XCL1	ortholog_one2many
ENSSSCG00000047763				
ENSSSCG00000013873	NR2F6	ENSG00000160113	NR2F6	ortholog_one2one
ENSSSCG00000011695	AGTR1	ENSG00000144891	AGTR1	ortholog_one2one
ENSSSCG00000001710	RUNX2	ENSG00000124813	RUNX2	ortholog_one2one
ENSSSCG00000049932		ENSG00000240563	L1TD1	ortholog_one2many
ENSSSCG00000014625	ARFIP2	ENSG00000132254	ARFIP2	ortholog_one2one
ENSSSCG00000029606	AOX1	ENSG00000138356	AOX1	ortholog_one2one
ENSSSCG00000005453				
ENSSSCG00000014074	GFM2	ENSG00000164347	GFM2	ortholog_one2one
ENSSSCG00000012160	SH3KBP1	ENSG00000147010	SH3KBP1	ortholog_one2one
ENSSSCG00000033082	HGS	ENSG00000185359	HGS	ortholog_one2one
ENSSSCG00000010504	BLNK	ENSG00000095585	BLNK	ortholog_one2one
ENSSSCG00000044238				
ENSSSCG00000007238	XKR7	ENSG00000260903	XKR7	ortholog_one2one
ENSSSCG00000011694	CPB1	ENSG00000153002	CPB1	ortholog_one2one
ENSSSCG00000013992		ENSG00000143761	ARF1	ortholog_one2many
ENSSSCG00000052095				
ENSSSCG00000006348	FCRLB	ENSG00000162746	FCRLB	ortholog_one2one
ENSSSCG00000012479	PCDH19	ENSG00000165194	PCDH19	ortholog_one2one
ENSSSCG00000007239	CCM2L	ENSG00000101331	CCM2L	ortholog_one2one
ENSSSCG00000039788		ENSG00000035141	FAM136A	ortholog_one2many
ENSSSCG00000035148	ZNF268	ENSG00000090612	ZNF268	ortholog_one2one
ENSSSCG00000013751	NACC1	ENSG00000160877	NACC1	ortholog_one2one
ENSSSCG00000010387	FAM170B	ENSG00000172538	FAM170B	ortholog_one2one
ENSSSCG00000008725	CYTL1	ENSG00000170891	CYTL1	ortholog_one2one
ENSSSCG00000010052	BCR	ENSG00000186716	BCR	ortholog_one2one
ENSSSCG00000035537	RUNX1	ENSG00000159216	RUNX1	ortholog_one2one
ENSSSCG00000035354				
ENSSSCG00000058471				
ENSSSCG00000036822	TMEM273	ENSG00000204161	TMEM273	ortholog_one2one
ENSSSCG00000007240	HCK	ENSG00000101336	HCK	ortholog_one2one
ENSSSCG00000012667	IGSF1	ENSG00000147255	IGSF1	ortholog_one2one
ENSSSCG00000011179	MRPL3	ENSG00000114686	MRPL3	ortholog_one2one
ENSSSCG00000010505	DNTT	ENSG00000107447	DNTT	ortholog_one2one
ENSSSCG00000013744	TRMT1	ENSG00000104907	TRMT1	ortholog_one2one
ENSSSCG00000022358	RAB28	ENSG00000157869	RAB28	ortholog_one2one
ENSSSCG00000012480	TNMD	ENSG00000000005	TNMD	ortholog_one2one
ENSSSCG00000015125	NECTIN1	ENSG00000110400	NECTIN1	ortholog_one2one
ENSSSCG00000016319	GBX2	ENSG00000168505	GBX2	ortholog_one2one
ENSSSCG00000032424	NUDT16	ENSG00000198585	NUDT16	ortholog_one2one
ENSSSCG00000033489	C10orf71	ENSG00000177354	C10orf71	ortholog_one2one
ENSSSCG00000005454		ENSG00000204193	TXNDC8	ortholog_one2one
ENSSSCG00000003718	TAF4B	ENSG00000141384	TAF4B	ortholog_one2one
ENSSSCG00000007246	TM9SF4	ENSG00000101337	TM9SF4	ortholog_one2one
ENSSSCG00000012548	PWWP3B	ENSG00000157502	PWWP3B	ortholog_one2one
ENSSSCG00000001595	DAAM2	ENSG00000146122	DAAM2	ortholog_one2one
ENSSSCG00000041494				
ENSSSCG00000050121		ENSG00000227059	ANHX	ortholog_one2many
ENSSSCG00000011181	NEK11	ENSG00000114670	NEK11	ortholog_one2one
ENSSSCG00000001838	POLG	ENSG00000140521	POLG	ortholog_one2one
ENSSSCG00000012050	RCAN1	ENSG00000159200	RCAN1	ortholog_one2one
ENSSSCG00000010527	MARVELD1	ENSG00000155254	MARVELD1	ortholog_one2one
ENSSSCG00000001022	SSR1	ENSG00000124783	SSR1	ortholog_one2one
ENSSSCG00000045077				
ENSSSCG00000014626	HPX	ENSG00000110169	HPX	ortholog_one2one
ENSSSCG00000016318	ASB18	ENSG00000182177	ASB18	ortholog_one2one
ENSSSCG00000032821	FRAT1	ENSG00000165879	FRAT1	ortholog_one2one
ENSSSCG00000013991	C1orf35	ENSG00000143793	C1orf35	ortholog_one2one
ENSSSCG00000038904	FRAT2	ENSG00000181274	FRAT2	ortholog_one2one
ENSSSCG00000003719	KCTD1	ENSG00000134504	KCTD1	ortholog_one2one
ENSSSCG00000057073				
ENSSSCG00000029050	MRPL55	ENSG00000162910	MRPL55	ortholog_one2one
ENSSSCG00000012583	ACSL4	ENSG00000068366	ACSL4	ortholog_one2one
ENSSSCG00000015048	DRD2	ENSG00000149295	DRD2	ortholog_one2one
ENSSSCG00000009755	AACS	ENSG00000081760	AACS	ortholog_one2one
ENSSSCG00000005172				
ENSSSCG00000040460				
ENSSSCG00000001849	ANPEP	ENSG00000166825	ANPEP	ortholog_one2one
ENSSSCG00000060490				
ENSSSCG00000053236				
ENSSSCG00000010672	RAB11FIP2	ENSG00000107560	RAB11FIP2	ortholog_one2one
ENSSSCG00000059784				
ENSSSCG00000063235				
ENSSSCG00000001596	MOCS1	ENSG00000124615	MOCS1	ortholog_one2one
ENSSSCG00000044244				
ENSSSCG00000050653				
ENSSSCG00000056495				
ENSSSCG00000054264	BRI3BP	ENSG00000184992	BRI3BP	ortholog_one2one
ENSSSCG00000031330				
ENSSSCG00000006396	IGSF9	ENSG00000085552	IGSF9	ortholog_one2one
ENSSSCG00000011182	ASTE1	ENSG00000034533	ASTE1	ortholog_one2one
ENSSSCG00000016321	IQCA1	ENSG00000132321	IQCA1	ortholog_one2one
ENSSSCG00000005455	SVEP1	ENSG00000165124	SVEP1	ortholog_one2one
ENSSSCG00000053993				
ENSSSCG00000028112	CLIC6	ENSG00000159212	CLIC6	ortholog_one2one
ENSSSCG00000058716				
ENSSSCG00000048169				
ENSSSCG00000010660	PNLIPRP2	ENSG00000266200	PNLIPRP2	ortholog_one2one
ENSSSCG00000053600				
ENSSSCG00000032676				
ENSSSCG00000024549	LYL1	ENSG00000104903	LYL1	ortholog_one2one
ENSSSCG00000057669				
ENSSSCG00000024419	RBBP8	ENSG00000101773	RBBP8	ortholog_one2one
ENSSSCG00000052084				
ENSSSCG00000054626				
ENSSSCG00000011698	GYG1	ENSG00000163754	GYG1	ortholog_one2one
ENSSSCG00000046546				
ENSSSCG00000011183	ATP2C1	ENSG00000017260	ATP2C1	ortholog_one2one
ENSSSCG00000059858				
ENSSSCG00000010570	KCNIP2	ENSG00000120049	KCNIP2	ortholog_one2one
ENSSSCG00000060405				
ENSSSCG00000053605				
ENSSSCG00000013990		ENSG00000143774	GUK1	ortholog_one2many
ENSSSCG00000055547				
ENSSSCG00000017962	KDM6B	ENSG00000132510	KDM6B	ortholog_one2one
ENSSSCG00000009758	DHX37	ENSG00000150990	DHX37	ortholog_one2one
ENSSSCG00000044851				
ENSSSCG00000047374				
ENSSSCG00000010656	CCDC172	ENSG00000182645	CCDC172	ortholog_one2one
ENSSSCG00000015074	SIDT2	ENSG00000149577	SIDT2	ortholog_one2one
